time,bid,ask,last,volume,time_msc,flags,volume_real
1737189198,102888.01,102889.41,0.0,0,1737189198985,6,0.0
1737189199,102887.69,102889.09,0.0,0,1737189199101,6,0.0
1737189199,102888.73,102890.13,0.0,0,1737189199233,6,0.0
1737189199,102886.46,102887.86,0.0,0,1737189199343,6,0.0
1737189199,102888.01,102889.41,0.0,0,1737189199462,6,0.0
1737189199,102886.36,102887.76,0.0,0,1737189199617,6,0.0
1737189199,102883.55,102884.95,0.0,0,1737189199737,6,0.0
1737189199,102881.15,102882.55,0.0,0,1737189199890,6,0.0
1737189200,102881.42,102882.82,0.0,0,1737189200006,6,0.0
1737189200,102881.28,102882.68,0.0,0,1737189200117,6,0.0
1737189200,102879.68,102881.08,0.0,0,1737189200245,6,0.0
1737189200,102875.61,102877.01,0.0,0,1737189200366,6,0.0
1737189200,102872.4,102873.8,0.0,0,1737189200473,6,0.0
1737189200,102874.19,102875.59,0.0,0,1737189200635,6,0.0
1737189200,102876.57,102877.97,0.0,0,1737189200753,6,0.0
1737189200,102876.37,102877.77,0.0,0,1737189200874,6,0.0
1737189200,102877.27,102878.67,0.0,0,1737189200995,6,0.0
1737189201,102877.77,102879.17,0.0,0,1737189201097,6,0.0
1737189201,102877.89,102879.29,0.0,0,1737189201219,6,0.0
1737189201,102878.47,102879.87,0.0,0,1737189201347,6,0.0
1737189201,102880.5,102881.9,0.0,0,1737189201463,6,0.0
1737189201,102879.69,102881.09,0.0,0,1737189201587,6,0.0
1737189201,102878.8,102880.2,0.0,0,1737189201693,6,0.0
1737189201,102881.54,102882.94,0.0,0,1737189201909,6,0.0
1737189202,102883.03,102884.43,0.0,0,1737189202015,6,0.0
1737189202,102882.05,102883.45,0.0,0,1737189202144,6,0.0
1737189202,102879.44,102880.84,0.0,0,1737189202282,6,0.0
1737189202,102883.31,102884.71,0.0,0,1737189202391,6,0.0
1737189202,102883.79,102885.19,0.0,0,1737189202527,6,0.0
1737189202,102883.8,102885.2,0.0,0,1737189202802,6,0.0
1737189203,102883.81,102885.21,0.0,0,1737189203303,6,0.0
1737189203,102883.63,102885.03,0.0,0,1737189203419,6,0.0
1737189203,102883.81,102885.21,0.0,0,1737189203522,6,0.0
1737189203,102883.79,102885.19,0.0,0,1737189203674,6,0.0
1737189203,102887.83,102889.23,0.0,0,1737189203726,6,0.0
1737189203,102888.73,102890.13,0.0,0,1737189203830,6,0.0
1737189204,102888.45,102889.85,0.0,0,1737189204118,6,0.0
1737189204,102888.2,102889.6,0.0,0,1737189204274,6,0.0
1737189204,102888.31,102889.71,0.0,0,1737189204379,6,0.0
1737189204,102886.35,102887.75,0.0,0,1737189204503,6,0.0
1737189204,102888.57,102889.97,0.0,0,1737189204621,6,0.0
1737189204,102888.84,102890.24,0.0,0,1737189204743,6,0.0
1737189204,102888.43,102889.83,0.0,0,1737189204867,6,0.0
1737189204,102888.8,102890.2,0.0,0,1737189204989,6,0.0
1737189205,102886.5,102887.9,0.0,0,1737189205093,6,0.0
1737189205,102886.06,102887.46,0.0,0,1737189205201,6,0.0
1737189205,102887.01,102888.41,0.0,0,1737189205311,6,0.0
1737189205,102885.64,102887.04,0.0,0,1737189205426,6,0.0
1737189205,102883.4,102884.8,0.0,0,1737189205593,6,0.0
1737189205,102887.92,102889.32,0.0,0,1737189205645,6,0.0
1737189205,102888.13,102889.53,0.0,0,1737189205758,6,0.0
1737189205,102888.84,102890.24,0.0,0,1737189205860,6,0.0
1737189205,102888.11,102889.51,0.0,0,1737189205991,6,0.0
1737189206,102885.38,102886.78,0.0,0,1737189206143,6,0.0
1737189206,102884.19,102885.59,0.0,0,1737189206271,6,0.0
1737189206,102882.27,102883.67,0.0,0,1737189206397,6,0.0
1737189206,102882.93,102884.33,0.0,0,1737189206549,6,0.0
1737189206,102884.59,102885.99,0.0,0,1737189206660,6,0.0
1737189206,102886.55,102887.95,0.0,0,1737189206794,6,0.0
1737189206,102887.21,102888.61,0.0,0,1737189206896,6,0.0
1737189207,102888.78,102890.18,0.0,0,1737189207068,6,0.0
1737189207,102886.76,102888.16,0.0,0,1737189207201,6,0.0
1737189207,102887.59,102888.99,0.0,0,1737189207404,6,0.0
1737189207,102892.89,102894.29,0.0,0,1737189207514,6,0.0
1737189207,102890.13,102891.53,0.0,0,1737189207619,6,0.0
1737189207,102892.9,102894.3,0.0,0,1737189207907,6,0.0
1737189208,102892.91,102894.31,0.0,0,1737189208141,6,0.0
1737189208,102890.37,102891.77,0.0,0,1737189208523,6,0.0
1737189208,102892.11,102893.51,0.0,0,1737189208686,6,0.0
1737189208,102889.27,102890.67,0.0,0,1737189208826,6,0.0
1737189208,102886.34,102887.74,0.0,0,1737189208983,6,0.0
1737189209,102890.56,102891.96,0.0,0,1737189209096,6,0.0
1737189209,102889.76,102891.16,0.0,0,1737189209219,6,0.0
1737189209,102885.04,102886.44,0.0,0,1737189209384,6,0.0
1737189209,102883.09,102884.49,0.0,0,1737189209531,6,0.0
1737189209,102883.78,102885.18,0.0,0,1737189209647,6,0.0
1737189209,102884.87,102886.27,0.0,0,1737189209806,6,0.0
1737189210,102889.98,102891.38,0.0,0,1737189210145,6,0.0
1737189210,102890.42,102891.82,0.0,0,1737189210254,6,0.0
1737189210,102890.25,102891.65,0.0,0,1737189210380,6,0.0
1737189210,102888.99,102890.39,0.0,0,1737189210488,6,0.0
1737189210,102889.09,102890.49,0.0,0,1737189210628,6,0.0
1737189210,102891.05,102892.45,0.0,0,1737189210760,6,0.0
1737189210,102892.96,102894.36,0.0,0,1737189210926,6,0.0
1737189211,102891.44,102892.84,0.0,0,1737189211033,6,0.0
1737189211,102889.8,102891.2,0.0,0,1737189211143,6,0.0
1737189211,102889.06,102890.46,0.0,0,1737189211253,6,0.0
1737189211,102887.77,102889.17,0.0,0,1737189211390,6,0.0
1737189211,102886.83,102888.23,0.0,0,1737189211499,6,0.0
1737189211,102885.97,102887.37,0.0,0,1737189211682,6,0.0
1737189211,102884.94,102886.34,0.0,0,1737189211791,6,0.0
1737189211,102887.13,102888.53,0.0,0,1737189211904,6,0.0
1737189212,102889.54,102890.94,0.0,0,1737189212048,6,0.0
1737189212,102891.4,102892.8,0.0,0,1737189212214,6,0.0
1737189212,102892.19,102893.59,0.0,0,1737189212326,6,0.0
1737189212,102892.99,102894.39,0.0,0,1737189212485,6,0.0
1737189212,102893.0,102894.4,0.0,0,1737189212630,6,0.0
1737189213,102893.01,102894.41,0.0,0,1737189213105,6,0.0
1737189213,102893.02,102894.42,0.0,0,1737189213717,6,0.0
1737189213,102895.03,102896.43,0.0,0,1737189213830,6,0.0
1737189214,102890.92,102892.32,0.0,0,1737189214177,6,0.0
1737189214,102886.25,102887.65,0.0,0,1737189214281,6,0.0
1737189214,102883.52,102884.92,0.0,0,1737189214389,6,0.0
1737189214,102886.98,102888.38,0.0,0,1737189214731,6,0.0
1737189214,102892.62,102894.02,0.0,0,1737189214854,6,0.0
1737189214,102894.53,102895.93,0.0,0,1737189214956,6,0.0
1737189215,102896.93,102898.33,0.0,0,1737189215068,6,0.0
1737189215,102900.12,102901.52,0.0,0,1737189215188,6,0.0
1737189215,102908.45,102909.85,0.0,0,1737189215289,6,0.0
1737189215,102912.13,102913.53,0.0,0,1737189215395,6,0.0
1737189215,102904.05,102905.45,0.0,0,1737189215500,6,0.0
1737189215,102907.15,102908.55,0.0,0,1737189215605,6,0.0
1737189215,102911.62,102913.02,0.0,0,1737189215728,6,0.0
1737189215,102911.6,102913.0,0.0,0,1737189215835,6,0.0
1737189215,102905.32,102906.72,0.0,0,1737189215981,6,0.0
1737189216,102906.21,102907.61,0.0,0,1737189216092,6,0.0
1737189216,102909.66,102911.06,0.0,0,1737189216234,6,0.0
1737189216,102939.64,102941.04,0.0,0,1737189216282,6,0.0
1737189216,102942.29,102943.69,0.0,0,1737189216391,6,0.0
1737189216,102938.9,102940.3,0.0,0,1737189216493,6,0.0
1737189216,102935.41,102936.81,0.0,0,1737189216594,6,0.0
1737189216,102935.43,102936.83,0.0,0,1737189216704,6,0.0
1737189216,102933.34,102934.74,0.0,0,1737189216809,6,0.0
1737189216,102933.2,102934.6,0.0,0,1737189216914,6,0.0
1737189217,102930.24,102931.64,0.0,0,1737189217017,6,0.0
1737189217,102922.15,102923.55,0.0,0,1737189217136,6,0.0
1737189217,102923.67,102925.07,0.0,0,1737189217237,6,0.0
1737189217,102924.2,102925.6,0.0,0,1737189217358,6,0.0
1737189217,102922.97,102924.37,0.0,0,1737189217477,6,0.0
1737189217,102925.56,102926.96,0.0,0,1737189217587,6,0.0
1737189217,102926.58,102927.98,0.0,0,1737189217692,6,0.0
1737189217,102926.57,102927.97,0.0,0,1737189217797,6,0.0
1737189218,102926.5,102927.9,0.0,0,1737189218100,6,0.0
1737189218,102915.05,102916.45,0.0,0,1737189218211,6,0.0
1737189218,102915.04,102916.44,0.0,0,1737189218335,6,0.0
1737189218,102915.03,102916.43,0.0,0,1737189218655,6,0.0
1737189218,102915.02,102916.42,0.0,0,1737189218758,6,0.0
1737189218,102915.01,102916.41,0.0,0,1737189218860,6,0.0
1737189218,102919.1,102920.5,0.0,0,1737189218932,6,0.0
1737189219,102919.09,102920.49,0.0,0,1737189219301,6,0.0
1737189219,102919.83,102921.23,0.0,0,1737189219412,6,0.0
1737189219,102919.09,102920.49,0.0,0,1737189219555,6,0.0
1737189219,102922.19,102923.59,0.0,0,1737189219924,6,0.0
1737189221,102958.79,102960.19,0.0,0,1737189221599,6,0.0
1737189221,102958.66,102960.06,0.0,0,1737189221703,6,0.0
1737189221,102958.67,102960.07,0.0,0,1737189221803,6,0.0
1737189221,102958.68,102960.08,0.0,0,1737189221905,6,0.0
1737189222,102958.69,102960.09,0.0,0,1737189222016,6,0.0
1737189222,102958.7,102960.1,0.0,0,1737189222121,6,0.0
1737189222,102970.27,102971.67,0.0,0,1737189222231,6,0.0
1737189222,102968.62,102970.02,0.0,0,1737189222333,6,0.0
1737189222,102963.21,102964.61,0.0,0,1737189222445,6,0.0
1737189222,102958.77,102960.17,0.0,0,1737189222556,6,0.0
1737189222,102963.55,102964.95,0.0,0,1737189222664,6,0.0
1737189222,102963.83,102965.23,0.0,0,1737189222796,6,0.0
1737189222,102963.2,102964.6,0.0,0,1737189222941,6,0.0
1737189223,102967.53,102968.93,0.0,0,1737189223043,6,0.0
1737189223,102970.59,102971.99,0.0,0,1737189223148,6,0.0
1737189223,102989.85,102991.25,0.0,0,1737189223257,6,0.0
1737189223,102989.45,102990.85,0.0,0,1737189223370,6,0.0
1737189223,102989.46,102990.86,0.0,0,1737189223586,6,0.0
1737189223,102985.79,102987.19,0.0,0,1737189223805,6,0.0
1737189223,102982.85,102984.25,0.0,0,1737189223906,6,0.0
1737189224,102979.23,102980.63,0.0,0,1737189224091,6,0.0
1737189224,102986.54,102987.94,0.0,0,1737189224205,6,0.0
1737189224,102986.23,102987.63,0.0,0,1737189224312,6,0.0
1737189224,102977.94,102979.34,0.0,0,1737189224427,6,0.0
1737189224,102978.5,102979.9,0.0,0,1737189224555,6,0.0
1737189224,102977.74,102979.14,0.0,0,1737189224662,6,0.0
1737189224,102971.24,102972.64,0.0,0,1737189224712,6,0.0
1737189224,102958.74,102960.14,0.0,0,1737189224762,6,0.0
1737189224,102958.73,102960.13,0.0,0,1737189224864,6,0.0
1737189224,102962.18,102963.58,0.0,0,1737189224964,6,0.0
1737189225,102957.44,102958.84,0.0,0,1737189225014,6,0.0
1737189225,102952.52,102953.92,0.0,0,1737189225119,6,0.0
1737189225,102952.89,102954.29,0.0,0,1737189225232,6,0.0
1737189225,102952.42,102953.82,0.0,0,1737189225341,6,0.0
1737189225,102947.63,102949.03,0.0,0,1737189225478,6,0.0
1737189225,102947.62,102949.02,0.0,0,1737189225702,6,0.0
1737189225,102947.63,102949.03,0.0,0,1737189225952,6,0.0
1737189226,102947.64,102949.04,0.0,0,1737189226433,6,0.0
1737189226,102947.65,102949.05,0.0,0,1737189226811,6,0.0
1737189227,102947.66,102949.06,0.0,0,1737189227199,6,0.0
1737189227,102947.67,102949.07,0.0,0,1737189227590,6,0.0
1737189227,102947.68,102949.08,0.0,0,1737189227958,6,0.0
1737189228,102959.56,102960.96,0.0,0,1737189228194,6,0.0
1737189228,102955.14,102956.54,0.0,0,1737189228245,6,0.0
1737189228,102961.48,102962.88,0.0,0,1737189228351,6,0.0
1737189228,102957.1,102958.5,0.0,0,1737189228457,6,0.0
1737189228,102956.48,102957.88,0.0,0,1737189228580,6,0.0
1737189228,102958.95,102960.35,0.0,0,1737189228690,6,0.0
1737189228,102953.7,102955.1,0.0,0,1737189228799,6,0.0
1737189228,102952.01,102953.41,0.0,0,1737189228922,6,0.0
1737189229,102955.1,102956.5,0.0,0,1737189229044,6,0.0
1737189229,102952.02,102953.42,0.0,0,1737189229190,6,0.0
1737189229,102955.49,102956.89,0.0,0,1737189229295,6,0.0
1737189229,102957.13,102958.53,0.0,0,1737189229433,6,0.0
1737189229,102959.81,102961.21,0.0,0,1737189229544,6,0.0
1737189229,102957.14,102958.54,0.0,0,1737189229651,6,0.0
1737189229,102962.82,102964.22,0.0,0,1737189229813,6,0.0
1737189230,102958.98,102960.38,0.0,0,1737189230004,6,0.0
1737189230,102959.05,102960.45,0.0,0,1737189230128,6,0.0
1737189230,102959.7,102961.1,0.0,0,1737189230240,6,0.0
1737189230,102958.99,102960.39,0.0,0,1737189230344,6,0.0
1737189230,102959.7,102961.1,0.0,0,1737189230478,6,0.0
1737189230,102956.08,102957.48,0.0,0,1737189230593,6,0.0
1737189230,102959.51,102960.91,0.0,0,1737189230709,6,0.0
1737189230,102963.58,102964.98,0.0,0,1737189230845,6,0.0
1737189230,102963.11,102964.51,0.0,0,1737189230984,6,0.0
1737189231,102959.44,102960.84,0.0,0,1737189231125,6,0.0
1737189231,102959.77,102961.17,0.0,0,1737189231230,6,0.0
1737189231,102956.69,102958.09,0.0,0,1737189231341,6,0.0
1737189231,102956.56,102957.96,0.0,0,1737189231447,6,0.0
1737189231,102956.67,102958.07,0.0,0,1737189231550,6,0.0
1737189231,102952.08,102953.48,0.0,0,1737189231697,6,0.0
1737189231,102954.17,102955.57,0.0,0,1737189231810,6,0.0
1737189231,102952.09,102953.49,0.0,0,1737189231923,6,0.0
1737189232,102952.53,102953.93,0.0,0,1737189232206,6,0.0
1737189232,102958.45,102959.85,0.0,0,1737189232316,6,0.0
1737189232,102960.7,102962.1,0.0,0,1737189232367,6,0.0
1737189232,102960.97,102962.37,0.0,0,1737189232473,6,0.0
1737189232,102960.7,102962.1,0.0,0,1737189232600,6,0.0
1737189232,102955.02,102956.42,0.0,0,1737189232762,6,0.0
1737189232,102952.23,102953.63,0.0,0,1737189232877,6,0.0
1737189233,102952.24,102953.64,0.0,0,1737189233015,6,0.0
1737189233,102952.25,102953.65,0.0,0,1737189233462,6,0.0
1737189233,102952.26,102953.66,0.0,0,1737189233757,6,0.0
1737189234,102952.5,102953.9,0.0,0,1737189234072,6,0.0
1737189234,102956.51,102957.91,0.0,0,1737189234227,6,0.0
1737189234,102955.54,102956.94,0.0,0,1737189234359,6,0.0
1737189234,102955.19,102956.59,0.0,0,1737189234463,6,0.0
1737189234,102953.02,102954.42,0.0,0,1737189234619,6,0.0
1737189234,102952.51,102953.91,0.0,0,1737189234787,6,0.0
1737189234,102952.29,102953.69,0.0,0,1737189234990,6,0.0
1737189235,102972.06,102973.46,0.0,0,1737189235042,6,0.0
1737189235,102969.31,102970.71,0.0,0,1737189235158,6,0.0
1737189235,102969.94,102971.34,0.0,0,1737189235267,6,0.0
1737189235,102968.51,102969.91,0.0,0,1737189235369,6,0.0
1737189235,102968.45,102969.85,0.0,0,1737189235472,6,0.0
1737189235,102968.58,102969.98,0.0,0,1737189235594,6,0.0
1737189235,102966.41,102967.81,0.0,0,1737189235701,6,0.0
1737189235,102966.21,102967.61,0.0,0,1737189235804,6,0.0
1737189235,102962.55,102963.95,0.0,0,1737189235854,6,0.0
1737189235,102962.52,102963.92,0.0,0,1737189235962,6,0.0
1737189236,102962.42,102963.82,0.0,0,1737189236062,6,0.0
1737189236,102962.43,102963.83,0.0,0,1737189236322,6,0.0
1737189236,102964.25,102965.65,0.0,0,1737189236440,6,0.0
1737189236,102967.64,102969.04,0.0,0,1737189236564,6,0.0
1737189236,102965.68,102967.08,0.0,0,1737189236707,6,0.0
1737189236,102962.68,102964.08,0.0,0,1737189236814,6,0.0
1737189236,102963.32,102964.72,0.0,0,1737189236941,6,0.0
1737189237,102962.44,102963.84,0.0,0,1737189237059,6,0.0
1737189237,102964.22,102965.62,0.0,0,1737189237168,6,0.0
1737189237,102965.66,102967.06,0.0,0,1737189237275,6,0.0
1737189237,102965.26,102966.66,0.0,0,1737189237433,6,0.0
1737189237,102964.09,102965.49,0.0,0,1737189237562,6,0.0
1737189237,102964.37,102965.77,0.0,0,1737189237664,6,0.0
1737189237,102962.45,102963.85,0.0,0,1737189237767,6,0.0
1737189237,102966.36,102967.76,0.0,0,1737189237873,6,0.0
1737189237,102966.46,102967.86,0.0,0,1737189237981,6,0.0
1737189238,102969.67,102971.07,0.0,0,1737189238084,6,0.0
1737189238,102973.46,102974.86,0.0,0,1737189238301,6,0.0
1737189238,102972.08,102973.48,0.0,0,1737189238405,6,0.0
1737189238,102972.12,102973.52,0.0,0,1737189238629,6,0.0
1737189238,102972.67,102974.07,0.0,0,1737189238773,6,0.0
1737189238,102972.08,102973.48,0.0,0,1737189238918,6,0.0
1737189239,102972.09,102973.49,0.0,0,1737189239049,6,0.0
1737189239,102977.3,102978.7,0.0,0,1737189239532,6,0.0
1737189239,102977.29,102978.69,0.0,0,1737189239753,6,0.0
1737189239,102977.3,102978.7,0.0,0,1737189239873,6,0.0
1737189240,102977.37,102978.77,0.0,0,1737189240112,6,0.0
1737189240,102977.3,102978.7,0.0,0,1737189240225,6,0.0
1737189240,102977.9,102979.3,0.0,0,1737189240538,6,0.0
1737189240,102978.31,102979.71,0.0,0,1737189240777,6,0.0
1737189241,102978.32,102979.72,0.0,0,1737189241382,6,0.0
1737189241,102981.58,102982.98,0.0,0,1737189241796,6,0.0
1737189241,102981.04,102982.44,0.0,0,1737189241918,6,0.0
1737189242,102986.2,102987.6,0.0,0,1737189242028,6,0.0
1737189242,103000.59,103001.99,0.0,0,1737189242135,6,0.0
1737189242,103017.88,103019.28,0.0,0,1737189242185,6,0.0
1737189242,103006.37,103007.77,0.0,0,1737189242287,6,0.0
1737189242,103006.36,103007.76,0.0,0,1737189242492,6,0.0
1737189242,103001.57,103002.97,0.0,0,1737189242567,6,0.0
1737189242,103001.56,103002.96,0.0,0,1737189242669,6,0.0
1737189243,103002.21,103003.61,0.0,0,1737189243865,6,0.0
1737189243,103006.2,103007.6,0.0,0,1737189243987,6,0.0
1737189244,103003.02,103004.42,0.0,0,1737189244104,6,0.0
1737189244,103001.55,103002.95,0.0,0,1737189244212,6,0.0
1737189244,103005.28,103006.68,0.0,0,1737189244323,6,0.0
1737189244,103017.56,103018.96,0.0,0,1737189244374,6,0.0
1737189244,103020.52,103021.92,0.0,0,1737189244475,6,0.0
1737189244,103025.25,103026.65,0.0,0,1737189244580,6,0.0
1737189244,103021.28,103022.68,0.0,0,1737189244685,6,0.0
1737189244,103022.86,103024.26,0.0,0,1737189244805,6,0.0
1737189244,103013.99,103015.39,0.0,0,1737189244921,6,0.0
1737189245,103015.06,103016.46,0.0,0,1737189245352,6,0.0
1737189245,103012.89,103014.29,0.0,0,1737189245467,6,0.0
1737189245,103012.88,103014.28,0.0,0,1737189245580,6,0.0
1737189245,103013.56,103014.96,0.0,0,1737189245681,6,0.0
1737189245,103016.3,103017.7,0.0,0,1737189245794,6,0.0
1737189245,103012.88,103014.28,0.0,0,1737189245898,6,0.0
1737189246,103009.08,103010.48,0.0,0,1737189246102,6,0.0
1737189246,103025.4,103026.8,0.0,0,1737189246206,6,0.0
1737189246,103021.3,103022.7,0.0,0,1737189246255,6,0.0
1737189246,103017.26,103018.66,0.0,0,1737189246306,6,0.0
1737189246,103057.61,103059.08,0.0,0,1737189246408,6,0.0
1737189246,103054.37,103055.77,0.0,0,1737189246508,6,0.0
1737189246,103059.19,103060.59,0.0,0,1737189246614,6,0.0
1737189246,103056.85,103058.25,0.0,0,1737189246716,6,0.0
1737189246,103054.63,103056.03,0.0,0,1737189246851,6,0.0
1737189246,103048.22,103049.62,0.0,0,1737189246966,6,0.0
1737189247,103048.75,103050.15,0.0,0,1737189247090,6,0.0
1737189247,103050.96,103052.36,0.0,0,1737189247200,6,0.0
1737189247,103051.16,103052.56,0.0,0,1737189247316,6,0.0
1737189247,103050.54,103051.94,0.0,0,1737189247432,6,0.0
1737189247,103047.62,103049.02,0.0,0,1737189247552,6,0.0
1737189247,103049.33,103050.73,0.0,0,1737189247666,6,0.0
1737189247,103061.22,103062.62,0.0,0,1737189247786,6,0.0
1737189247,103066.25,103067.65,0.0,0,1737189247838,6,0.0
1737189247,103072.97,103074.37,0.0,0,1737189247900,6,0.0
1737189248,103078.76,103080.16,0.0,0,1737189248004,6,0.0
1737189248,103081.21,103082.61,0.0,0,1737189248107,6,0.0
1737189248,103074.82,103076.22,0.0,0,1737189248211,6,0.0
1737189248,103085.91,103087.31,0.0,0,1737189248264,6,0.0
1737189248,103094.46,103095.86,0.0,0,1737189248371,6,0.0
1737189248,103094.45,103095.85,0.0,0,1737189248475,6,0.0
1737189248,103101.84,103103.24,0.0,0,1737189248525,6,0.0
1737189248,103101.83,103103.23,0.0,0,1737189248638,6,0.0
1737189248,103101.3,103102.7,0.0,0,1737189248742,6,0.0
1737189248,103096.38,103097.78,0.0,0,1737189248843,6,0.0
1737189248,103090.3,103091.7,0.0,0,1737189248946,6,0.0
1737189249,103090.19,103091.59,0.0,0,1737189249154,6,0.0
1737189249,103085.5,103086.9,0.0,0,1737189249210,6,0.0
1737189249,103080.4,103081.8,0.0,0,1737189249262,6,0.0
1737189249,103085.72,103087.12,0.0,0,1737189249364,6,0.0
1737189249,103082.45,103083.85,0.0,0,1737189249416,6,0.0
1737189249,103071.46,103072.86,0.0,0,1737189249466,6,0.0
1737189249,103064.92,103066.32,0.0,0,1737189249518,6,0.0
1737189249,103064.99,103066.39,0.0,0,1737189249628,6,0.0
1737189249,103068.09,103069.49,0.0,0,1737189249749,6,0.0
1737189249,103065.14,103066.54,0.0,0,1737189249859,6,0.0
1737189249,103070.73,103072.13,0.0,0,1737189249960,6,0.0
1737189250,103067.53,103068.93,0.0,0,1737189250020,6,0.0
1737189250,103069.52,103070.92,0.0,0,1737189250122,6,0.0
1737189250,103065.06,103066.46,0.0,0,1737189250178,6,0.0
1737189250,103052.74,103054.14,0.0,0,1737189250230,6,0.0
1737189250,103066.15,103067.55,0.0,0,1737189250494,6,0.0
1737189250,103067.04,103068.44,0.0,0,1737189250602,6,0.0
1737189250,103067.03,103068.43,0.0,0,1737189250728,6,0.0
1737189251,103065.44,103066.84,0.0,0,1737189251053,6,0.0
1737189251,103065.43,103066.83,0.0,0,1737189251173,6,0.0
1737189251,103065.44,103066.84,0.0,0,1737189251306,6,0.0
1737189251,103067.04,103068.44,0.0,0,1737189251406,6,0.0
1737189251,103072.05,103073.45,0.0,0,1737189251843,6,0.0
1737189251,103072.45,103073.85,0.0,0,1737189251974,6,0.0
1737189252,103074.25,103075.65,0.0,0,1737189252089,6,0.0
1737189252,103086.56,103087.96,0.0,0,1737189252201,6,0.0
1737189252,103092.06,103093.46,0.0,0,1737189252251,6,0.0
1737189252,103092.07,103093.47,0.0,0,1737189252353,6,0.0
1737189252,103092.08,103093.48,0.0,0,1737189252456,6,0.0
1737189252,103092.07,103093.47,0.0,0,1737189252791,6,0.0
1737189252,103087.88,103089.28,0.0,0,1737189252893,6,0.0
1737189253,103086.58,103087.98,0.0,0,1737189253000,6,0.0
1737189253,103086.58,103087.98,0.0,0,1737189253000,6,0.0
1737189253,103082.99,103084.39,0.0,0,1737189253051,6,0.0
1737189253,103077.5,103078.9,0.0,0,1737189253160,6,0.0
1737189253,103077.49,103078.89,0.0,0,1737189253376,6,0.0
1737189253,103075.3,103076.7,0.0,0,1737189253482,6,0.0
1737189253,103075.85,103077.25,0.0,0,1737189253584,6,0.0
1737189253,103075.3,103076.7,0.0,0,1737189253691,6,0.0
1737189253,103072.1,103073.5,0.0,0,1737189253805,6,0.0
1737189254,103075.1,103076.5,0.0,0,1737189254262,6,0.0
1737189254,103076.32,103077.72,0.0,0,1737189254374,6,0.0
1737189254,103081.66,103083.06,0.0,0,1737189254490,6,0.0
1737189254,103080.13,103081.53,0.0,0,1737189254602,6,0.0
1737189254,103085.01,103086.41,0.0,0,1737189254718,6,0.0
1737189254,103086.63,103088.03,0.0,0,1737189254827,6,0.0
1737189254,103084.58,103085.98,0.0,0,1737189254961,6,0.0
1737189255,103082.31,103083.71,0.0,0,1737189255062,6,0.0
1737189255,103079.77,103081.17,0.0,0,1737189255179,6,0.0
1737189255,103081.89,103083.29,0.0,0,1737189255306,6,0.0
1737189255,103075.11,103076.51,0.0,0,1737189255407,6,0.0
1737189255,103077.19,103078.59,0.0,0,1737189255628,6,0.0
1737189255,103076.28,103077.68,0.0,0,1737189255736,6,0.0
